"SSRouteID";"SidStarID";"Number";"Direction";"Radius";"SSPoints1ID";"SSPoints2ID";"SSPoints3ID";"RadioBeacon";"CurrentLength";"AltitudePoint";"UpLimit";"DownLimit";"SegmentType";"FlyOver";"TurnDirection";"DistTime";"SpeedLimit";"SpdLimDescription";"MergePoint";"ProcedureType";"DirectPointID";"RouteType";"UpdateDate"
"1";"1";"1";"0";"0";"1";"-1";"-1";"0";"5.69964810317153E-309";"189.1";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"2";"1";"2";"0";"0";"2";"-1";"-1";"0";"5.69964810317153E-309";"189.1";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"3";"1";"3";"75";"0";"3";"-1";"4";"11";"5.69964810317153E-309";"1829";"2134";"1524";"10";"0";"0";"14.985";"118.322222222222";"0";"0";"0";"-1";"0";"08.12.2021"
"4";"1";"4";"-1";"0";"3";"-1";"-1";"0";"5.69964810317153E-309";"1829";"2134";"1524";"21";"0";"0";"-1";"118.322222222222";"0";"0";"0";"-1";"0";"08.12.2021"
"5";"1";"5";"-1";"0";"5";"-1";"-1";"0";"5.69964810317153E-309";"2590.5";"2743";"2438";"11";"0";"2";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"6";"1";"6";"-1";"0";"6";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"2";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"7";"1";"7";"-1";"0";"7";"-1";"-1";"0";"5.69964810317153E-309";"5500";"-1";"5500";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"8";"1";"8";"-1";"0";"8";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"9";"1";"9";"-1";"0";"9";"-1";"-1";"0";"5.69964810317153E-309";"7000";"-1";"7000";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"10";"1";"10";"-1";"0";"10";"-1";"-1";"0";"5.69964810317153E-309";"7900";"-1";"7900";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"11";"1";"11";"-1";"0";"11";"-1";"-1";"0";"5.69964810317153E-309";"8250";"-1";"8250";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"12";"1";"12";"-1";"0";"12";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"13";"1";"13";"-1";"0";"13";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"14";"1";"14";"-1";"0";"14";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"15";"1";"15";"-1";"0";"15";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"16";"1";"16";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"17";"2";"1";"0";"0";"17";"-1";"-1";"0";"5.69964810317153E-309";"188.795";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"18";"2";"2";"0";"0";"18";"-1";"-1";"0";"5.69964810317153E-309";"188.795";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"19";"2";"3";"75";"0";"3";"-1";"4";"11";"5.69964810317153E-309";"1829";"2134";"1524";"10";"0";"0";"14.985";"118.322222222222";"0";"0";"0";"-1";"0";"08.12.2021"
"20";"2";"4";"-1";"0";"3";"-1";"-1";"0";"5.69964810317153E-309";"1829";"2134";"1524";"21";"0";"0";"-1";"118.322222222222";"0";"0";"0";"-1";"0";"08.12.2021"
"21";"2";"5";"-1";"0";"5";"-1";"-1";"0";"5.69964810317153E-309";"2590.5";"2743";"2438";"11";"0";"2";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"22";"2";"6";"-1";"0";"6";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"2";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"23";"2";"7";"-1";"0";"7";"-1";"-1";"0";"5.69964810317153E-309";"5500";"-1";"5500";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"24";"2";"8";"-1";"0";"8";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"25";"2";"9";"-1";"0";"9";"-1";"-1";"0";"5.69964810317153E-309";"7000";"-1";"7000";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"26";"2";"10";"-1";"0";"10";"-1";"-1";"0";"5.69964810317153E-309";"7900";"-1";"7900";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"27";"2";"11";"-1";"0";"11";"-1";"-1";"0";"5.69964810317153E-309";"8250";"-1";"8250";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"28";"2";"12";"-1";"0";"12";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"29";"2";"13";"-1";"0";"13";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"30";"2";"14";"-1";"0";"14";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"31";"2";"15";"-1";"0";"15";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"32";"2";"16";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"33";"3";"1";"0";"0";"1";"-1";"-1";"0";"5.69964810317153E-309";"189.1";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"34";"3";"2";"0";"0";"2";"-1";"-1";"0";"5.69964810317153E-309";"189.1";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"36";"3";"3";"89";"0";"20";"-1";"4";"11";"5.69964810317153E-309";"1219";"1219";"-1";"10";"0";"0";"14.985";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"37";"3";"4";"-1";"0";"20";"-1";"-1";"0";"5.69964810317153E-309";"1219";"1219";"-1";"21";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"38";"3";"5";"-1";"0";"21";"-1";"-1";"0";"5.69964810317153E-309";"1219";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"39";"3";"6";"-1";"0";"5";"-1";"-1";"0";"5.69964810317153E-309";"1676.5";"1829";"1524";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"40";"3";"7";"-1";"0";"6";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"41";"3";"8";"-1";"0";"4";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"42";"3";"9";"-1";"0";"22";"-1";"-1";"0";"5.69964810317153E-309";"2438";"2438";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"43";"3";"10";"-1";"0";"23";"-1";"-1";"0";"5.69964810317153E-309";"2590.5";"2743";"2438";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"44";"3";"11";"-1";"0";"24";"-1";"-1";"0";"5.69964810317153E-309";"3048";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"45";"3";"12";"-1";"0";"25";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"46";"3";"13";"-1";"0";"26";"-1";"-1";"0";"5.69964810317153E-309";"4100";"4250";"3950";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"47";"3";"14";"-1";"0";"27";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"48";"3";"15";"-1";"0";"28";"-1";"-1";"0";"5.69964810317153E-309";"4250";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"49";"3";"16";"-1";"0";"29";"-1";"-1";"0";"5.69964810317153E-309";"4875";"5200";"4550";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"50";"3";"17";"-1";"0";"30";"-1";"-1";"0";"5.69964810317153E-309";"5500";"5800";"5200";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"51";"3";"18";"-1";"0";"31";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"52";"3";"19";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"53";"4";"1";"0";"0";"17";"-1";"-1";"0";"5.69964810317153E-309";"188.795";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"54";"4";"2";"0";"0";"18";"-1";"-1";"0";"5.69964810317153E-309";"188.795";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"56";"4";"3";"89";"0";"20";"-1";"4";"11";"5.69964810317153E-309";"1219";"1219";"-1";"10";"0";"0";"14.985";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"57";"4";"4";"-1";"0";"20";"-1";"-1";"0";"5.69964810317153E-309";"1219";"1219";"-1";"21";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"58";"4";"5";"-1";"0";"21";"-1";"-1";"0";"5.69964810317153E-309";"1219";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"59";"4";"6";"-1";"0";"5";"-1";"-1";"0";"5.69964810317153E-309";"1676.5";"1829";"1524";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"60";"4";"7";"-1";"0";"6";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"61";"4";"8";"-1";"0";"4";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"62";"4";"9";"-1";"0";"22";"-1";"-1";"0";"5.69964810317153E-309";"2438";"2438";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"63";"4";"10";"-1";"0";"23";"-1";"-1";"0";"5.69964810317153E-309";"2590.5";"2743";"2438";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"64";"4";"11";"-1";"0";"24";"-1";"-1";"0";"5.69964810317153E-309";"3048";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"65";"4";"12";"-1";"0";"25";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"66";"4";"13";"-1";"0";"26";"-1";"-1";"0";"5.69964810317153E-309";"4100";"4250";"3950";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"67";"4";"14";"-1";"0";"27";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"68";"4";"15";"-1";"0";"28";"-1";"-1";"0";"5.69964810317153E-309";"4250";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"69";"4";"16";"-1";"0";"29";"-1";"-1";"0";"5.69964810317153E-309";"4875";"5200";"4550";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"70";"4";"17";"-1";"0";"30";"-1";"-1";"0";"5.69964810317153E-309";"5500";"5800";"5200";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"71";"4";"18";"-1";"0";"31";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"72";"4";"19";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"73";"5";"1";"0";"0";"33";"-1";"-1";"0";"5.69964810317153E-309";"183";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"74";"5";"2";"0";"0";"34";"-1";"-1";"0";"5.69964810317153E-309";"183";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"76";"5";"3";"60";"0";"-1";"-1";"-1";"0";"5.69964810317153E-309";"335";"-1";"335";"6";"0";"0";"-1";"105.461111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"77";"5";"4";"331";"0";"36";"-1";"4";"11";"5.69964810317153E-309";"1219";"1219";"-1";"10";"0";"0";"7.955";"105.461111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"78";"5";"5";"-1";"0";"37";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"110.605555555556";"0";"0";"0";"-1";"0";"08.12.2021"
"79";"5";"6";"-1";"0";"38";"-1";"-1";"0";"5.69964810317153E-309";"1371.5";"1524";"1219";"11";"0";"0";"-1";"118.322222222222";"0";"0";"0";"-1";"0";"08.12.2021"
"80";"5";"7";"-1";"0";"4";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"81";"5";"8";"-1";"0";"22";"-1";"-1";"0";"5.69964810317153E-309";"2438";"2438";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"82";"5";"9";"-1";"0";"23";"-1";"-1";"0";"5.69964810317153E-309";"2590.5";"2743";"2438";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"83";"5";"10";"-1";"0";"24";"-1";"-1";"0";"5.69964810317153E-309";"3048";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"84";"5";"11";"-1";"0";"25";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"85";"5";"12";"-1";"0";"26";"-1";"-1";"0";"5.69964810317153E-309";"4100";"4250";"3950";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"86";"5";"13";"-1";"0";"27";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"87";"5";"14";"-1";"0";"28";"-1";"-1";"0";"5.69964810317153E-309";"4250";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"88";"5";"15";"-1";"0";"29";"-1";"-1";"0";"5.69964810317153E-309";"4875";"5200";"4550";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"89";"5";"16";"-1";"0";"30";"-1";"-1";"0";"5.69964810317153E-309";"5500";"5800";"5200";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"90";"5";"17";"-1";"0";"31";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"91";"5";"18";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"92";"6";"1";"0";"0";"39";"-1";"-1";"0";"5.69964810317153E-309";"189.71";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"93";"6";"2";"0";"0";"40";"-1";"-1";"0";"5.69964810317153E-309";"189.71";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"94";"6";"3";"255";"0";"41";"-1";"4";"11";"5.69964810317153E-309";"-1";"-1";"-1";"10";"0";"0";"24.05";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"95";"6";"4";"-1";"0";"41";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"21";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"96";"6";"5";"-1";"0";"42";"-1";"-1";"0";"5.69964810317153E-309";"2743";"3048";"2438";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"97";"6";"6";"-1";"0";"43";"-1";"-1";"0";"5.69964810317153E-309";"3950";"4250";"3650";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"98";"6";"7";"-1";"0";"44";"-1";"-1";"0";"5.69964810317153E-309";"4400";"4550";"4250";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"99";"6";"8";"-1";"0";"45";"-1";"-1";"0";"5.69964810317153E-309";"5950";"6100";"5800";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"100";"6";"9";"-1";"0";"46";"-1";"-1";"0";"5.69964810317153E-309";"6700";"-1";"6700";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"101";"6";"10";"-1";"0";"47";"-1";"-1";"0";"5.69964810317153E-309";"7600";"-1";"7600";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"102";"6";"11";"-1";"0";"48";"-1";"-1";"0";"5.69964810317153E-309";"8250";"-1";"8250";"11";"0";"1";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"103";"6";"12";"-1";"0";"26";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"104";"6";"13";"-1";"0";"12";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"105";"6";"14";"-1";"0";"13";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"106";"6";"15";"-1";"0";"14";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"107";"6";"16";"-1";"0";"15";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"108";"6";"17";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"109";"7";"1";"0";"0";"49";"-1";"-1";"0";"5.69964810317153E-309";"189.405";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"110";"7";"2";"0";"0";"50";"-1";"-1";"0";"5.69964810317153E-309";"189.405";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"111";"7";"3";"255";"0";"41";"-1";"4";"11";"5.69964810317153E-309";"-1";"-1";"-1";"10";"0";"0";"24.05";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"112";"7";"4";"-1";"0";"41";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"21";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"113";"7";"5";"-1";"0";"42";"-1";"-1";"0";"5.69964810317153E-309";"2743";"3048";"2438";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"114";"7";"6";"-1";"0";"43";"-1";"-1";"0";"5.69964810317153E-309";"3950";"4250";"3650";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"115";"7";"7";"-1";"0";"44";"-1";"-1";"0";"5.69964810317153E-309";"4400";"4550";"4250";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"116";"7";"8";"-1";"0";"45";"-1";"-1";"0";"5.69964810317153E-309";"5950";"6100";"5800";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"117";"7";"9";"-1";"0";"46";"-1";"-1";"0";"5.69964810317153E-309";"6700";"-1";"6700";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"118";"7";"10";"-1";"0";"47";"-1";"-1";"0";"5.69964810317153E-309";"7600";"-1";"7600";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"119";"7";"11";"-1";"0";"48";"-1";"-1";"0";"5.69964810317153E-309";"8250";"-1";"8250";"11";"0";"1";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"120";"7";"12";"-1";"0";"26";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"121";"7";"13";"-1";"0";"12";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"122";"7";"14";"-1";"0";"13";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"123";"7";"15";"-1";"0";"14";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"124";"7";"16";"-1";"0";"15";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"125";"7";"17";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"126";"8";"1";"0";"0";"39";"-1";"-1";"0";"5.69964810317153E-309";"189.71";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"127";"8";"2";"0";"0";"40";"-1";"-1";"0";"5.69964810317153E-309";"189.71";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"129";"8";"3";"240";"0";"-1";"-1";"-1";"0";"5.69964810317153E-309";"366";"-1";"366";"6";"0";"0";"-1";"113.177777777778";"0";"0";"0";"-1";"0";"08.12.2021"
"130";"8";"4";"240";"0";"52";"-1";"4";"11";"5.69964810317153E-309";"-1";"-1";"-1";"10";"0";"0";"12.025";"113.177777777778";"0";"0";"0";"-1";"0";"08.12.2021"
"131";"8";"5";"-1";"0";"52";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"21";"0";"0";"-1";"113.177777777778";"0";"0";"0";"-1";"0";"08.12.2021"
"132";"8";"6";"-1";"0";"7";"-1";"-1";"0";"5.69964810317153E-309";"1829";"2134";"1524";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"133";"8";"7";"-1";"0";"53";"-1";"-1";"0";"5.69964810317153E-309";"2286";"2438";"2134";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"134";"8";"8";"-1";"0";"54";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"135";"8";"9";"-1";"0";"55";"-1";"-1";"0";"5.69964810317153E-309";"3800";"3950";"3650";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"136";"8";"10";"-1";"0";"56";"-1";"-1";"0";"5.69964810317153E-309";"4550";"-1";"-1";"11";"0";"0";"-1";"128.611111111111";"0";"0";"0";"-1";"0";"08.12.2021"
"137";"8";"11";"-1";"0";"57";"-1";"-1";"0";"5.69964810317153E-309";"4550";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"138";"8";"12";"-1";"0";"58";"-1";"-1";"0";"5.69964810317153E-309";"4550";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"139";"8";"13";"-1";"0";"59";"-1";"-1";"0";"5.69964810317153E-309";"4550";"-1";"-1";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"140";"8";"14";"-1";"0";"60";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"141";"8";"15";"-1";"0";"15";"-1";"-1";"0";"5.69964810317153E-309";"5800";"6400";"5200";"11";"0";"0";"-1";"138.9";"0";"0";"0";"-1";"0";"08.12.2021"
"142";"8";"16";"-1";"0";"16";"-1";"-1";"0";"5.69964810317153E-309";"-1";"-1";"-1";"11";"0";"0";"-1";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"143";"9";"1";"0";"0";"49";"-1";"-1";"0";"5.69964810317153E-309";"189.405";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"144";"9";"2";"0";"0";"50";"-1";"-1";"0";"5.69964810317153E-309";"189.405";"-1";"-1";"11";"1";"0";"0";"-1";"0";"0";"0";"-1";"0";"08.12.2021"
"146";"9";"3";"240";"0";"-1";"-1";"-1";"0";"5.69964810317153E-309";"366";"-1";"366";"6";"0";"0";"-1";"113.177777777778";"0";"0";"0";"-1";"0";"08.12.2021"
"147";"9";"4";"240";"0";"52";"-1";"4";"11";"5.69964810317153E-309";"-1";"-1";"-1";"10";"0";"0";"12.025";"113.177777777778";"0";"0";"0";"-1";"0";"08.12.2021"
